id,repo,cluster,door,door_level,primary_category,primary_domain,primary_pattern,domain_tags,workflow_pattern_tags,fit,priority,expansion_status,browse_use,input_contract_hint,output_artifact_hint,human_review_boundary,safety_boundary,source_url,needs_second_pass,confidence
surface-0063,ashishpatel26/500-AI-Agents-Projects,Big Multi-Industry Agent Catalogs,Industry Use Cases,category_surface,Healthcare / Medical Workflow,healthcare,HealthcareAdmin,healthcare;real_estate;education;legal;finance_or_crm,HealthcareAdmin;ComplianceSupport;HumanReview;DueDiligence;EvidenceAudit;EducationSupport;CaseIntake,inspiration catalog,1,high_value_needs_expansion,"patient/referral/admin packets, medical document review, regulated human-review flows","public records, source links, addresses, entity names, evidence files","evidence packet, due-diligence brief, caveated report",required before final action or conclusion,"must not make legal, medical, engineering, compliance, or safety conclusions without human review",https://github.com/ashishpatel26/500-AI-Agents-Projects/blob/main/README.md,True,high
surface-0083,indranilbanerjee/contentforge,Domain-Specific Workflow Packs,Healthcare industry pack,category_surface,Healthcare / Medical Workflow,healthcare,HealthcareAdmin,healthcare,HealthcareAdmin;ComplianceSupport;HumanReview,skill/package reference,1,high_value_needs_expansion,"patient/referral/admin packets, medical document review, regulated human-review flows","patient/referral/source documents, forms, notes","clean packet, summary, checklist, review-ready draft",required before final action or conclusion,"must not make legal, medical, engineering, compliance, or safety conclusions without human review",https://github.com/indranilbanerjee/contentforge/tree/main/skills/healthcare,True,high
surface-0085,indranilbanerjee/contentforge,Domain-Specific Workflow Packs,Pharma industry pack,category_surface,Healthcare / Medical Workflow,healthcare,HealthcareAdmin,healthcare,HealthcareAdmin;ComplianceSupport;HumanReview,skill/package reference,1,high_value_needs_expansion,"patient/referral/admin packets, medical document review, regulated human-review flows","patient/referral/source documents, forms, notes","clean packet, summary, checklist, review-ready draft",required before final action or conclusion,"must not make legal, medical, engineering, compliance, or safety conclusions without human review",https://github.com/indranilbanerjee/contentforge/tree/main/skills/pharma,True,high
surface-0113,mergisi/awesome-openclaw-agents,Big Multi-Industry Agent Catalogs,USE-CASES,category_surface,Healthcare / Medical Workflow,healthcare,HealthcareAdmin,healthcare;real_estate;education;public_evidence;legal,HealthcareAdmin;ComplianceSupport;HumanReview;DueDiligence;EvidenceAudit;EducationSupport;CaseIntake,inspiration catalog,1,high_value_needs_expansion,"patient/referral/admin packets, medical document review, regulated human-review flows","public records, source links, addresses, entity names, evidence files","evidence packet, due-diligence brief, caveated report",required before final action or conclusion,"must not make legal, medical, engineering, compliance, or safety conclusions without human review",https://github.com/mergisi/awesome-openclaw-agents/blob/main/USE-CASES.md,True,high
surface-0019,K-Dense-AI/scientific-agent-skills,Domain-Specific Workflow Packs,Generated skills catalog,category_surface,Research / Knowledge Workflow,research,ResearchOps,research,ResearchOps;ConfigPackage;SkillRegistry,skill/package reference,2,expand_on_query,"literature, research, scraping, knowledge synthesis, cited research packets","repo docs, source links, category indexes, user-provided context",matched router surface and expansion plan,optional unless output affects a person or external system,keep as reference pattern until copied into an ECC contract,https://github.com/K-Dense-AI/scientific-agent-skills/blob/main/docs/skills.md,True,high
surface-0020,K-Dense-AI/scientific-agent-skills,Domain-Specific Workflow Packs,Literature and paper workflows,category_surface,Research / Knowledge Workflow,research,HumanReview,research,ResearchOps;HumanReview,skill/package reference,2,expand_on_query,"literature, research, scraping, knowledge synthesis, cited research packets","repo docs, source links, category indexes, user-provided context",matched router surface and expansion plan,required before final action or conclusion,"must not make legal, medical, engineering, compliance, or safety conclusions without human review",https://github.com/K-Dense-AI/scientific-agent-skills/tree/main/skills,True,high
surface-0035,agentskillexchange/skills,Best Matches For Codex Config Packages,Research & Scraping,category_surface,Research / Knowledge Workflow,research,ResearchOps,research,ResearchOps,skill/package reference,2,expand_on_query,"literature, research, scraping, knowledge synthesis, cited research packets","repo docs, source links, category indexes, user-provided context",matched router surface and expansion plan,optional unless output affects a person or external system,keep as reference pattern until copied into an ECC contract,https://github.com/agentskillexchange/skills/tree/main/categories/research-scraping,True,high
surface-0036,agentskillexchange/skills,Best Matches For Codex Config Packages,Run academic literature review and paper-output workflows with Aut Sci Write,skill_package,Research / Knowledge Workflow,research,HumanReview,research,ResearchOps;HumanReview;ConfigPackage;SkillRegistry,skill/package reference,2,reference_only,"literature, research, scraping, knowledge synthesis, cited research packets","repo docs, source links, category indexes, user-provided context",matched router surface and expansion plan,required before final action or conclusion,"must not make legal, medical, engineering, compliance, or safety conclusions without human review",https://github.com/agentskillexchange/skills/tree/main/skills/run-academic-literature-review-and-paper-output-workflows-with-aut-sci-write,False,high
surface-0160,tinh2/skills-hub-registry,Best Matches For Codex Config Packages,analysis,category_surface,Research / Knowledge Workflow,research,ResearchOps,research,ResearchOps;ConfigPackage;SkillRegistry,skill/package reference,2,expand_on_query,"literature, research, scraping, knowledge synthesis, cited research packets","repo docs, source links, category indexes, user-provided context",matched router surface and expansion plan,optional unless output affects a person or external system,keep as reference pattern until copied into an ECC contract,https://github.com/tinh2/skills-hub-registry/tree/main/analysis,True,high
surface-0065,enescingoz/awesome-n8n-templates,Workflow/Automation Template Repos,AI Research/RAG/Data Analysis,category_surface,Runtime / Platform Reference,research,QueueProcessing,research,ResearchOps;QueueProcessing;AutomationTemplate,runtime/platform inspiration,2,expand_on_query,execution/runtime inspiration only; translate useful patterns back into Codex/ECC,"event trigger, app credentials, records, message/document source","automation run, notification, transformed record, queued task",recommended before sending/publishing/writing externally,do not treat runtime platform as Codex architecture unless explicitly chosen,https://github.com/enescingoz/awesome-n8n-templates/tree/main/AI Research & RAG & Data Analysis,True,high
surface-0066,enescingoz/awesome-n8n-templates,Workflow/Automation Template Repos,Gmail/Email,category_surface,Runtime / Platform Reference,automation,QueueProcessing,automation,QueueProcessing;AutomationTemplate,runtime/platform inspiration,2,expand_on_query,execution/runtime inspiration only; translate useful patterns back into Codex/ECC,"event trigger, app credentials, records, message/document source","automation run, notification, transformed record, queued task",recommended before sending/publishing/writing externally,do not treat runtime platform as Codex architecture unless explicitly chosen,https://github.com/enescingoz/awesome-n8n-templates/tree/main/Gmail & Email,True,high
surface-0068,enescingoz/awesome-n8n-templates,Workflow/Automation Template Repos,HR/Recruitment,category_surface,Runtime / Platform Reference,automation,QueueProcessing,automation,QueueProcessing;AutomationTemplate,runtime/platform inspiration,2,expand_on_query,execution/runtime inspiration only; translate useful patterns back into Codex/ECC,"event trigger, app credentials, records, message/document source","automation run, notification, transformed record, queued task",recommended before sending/publishing/writing externally,do not treat runtime platform as Codex architecture unless explicitly chosen,https://github.com/enescingoz/awesome-n8n-templates/tree/main/HR & Recruitment,True,high
surface-0069,enescingoz/awesome-n8n-templates,Workflow/Automation Template Repos,Notion,category_surface,Runtime / Platform Reference,automation,QueueProcessing,automation,QueueProcessing;AutomationTemplate,runtime/platform inspiration,2,expand_on_query,execution/runtime inspiration only; translate useful patterns back into Codex/ECC,"event trigger, app credentials, records, message/document source","automation run, notification, transformed record, queued task",recommended before sending/publishing/writing externally,do not treat runtime platform as Codex architecture unless explicitly chosen,https://github.com/enescingoz/awesome-n8n-templates/tree/main/Notion,True,high
surface-0070,enescingoz/awesome-n8n-templates,Workflow/Automation Template Repos,OpenAI and LLMs,category_surface,Runtime / Platform Reference,automation,QueueProcessing,automation,QueueProcessing;AutomationTemplate,runtime/platform inspiration,2,expand_on_query,execution/runtime inspiration only; translate useful patterns back into Codex/ECC,"event trigger, app credentials, records, message/document source","automation run, notification, transformed record, queued task",recommended before sending/publishing/writing externally,do not treat runtime platform as Codex architecture unless explicitly chosen,https://github.com/enescingoz/awesome-n8n-templates/tree/main/OpenAI & LLMs,True,high
surface-0072,enescingoz/awesome-n8n-templates,Workflow/Automation Template Repos,README Catalog,category_surface,Runtime / Platform Reference,automation,QueueProcessing,automation,QueueProcessing;AutomationTemplate;ConfigPackage;SkillRegistry,runtime/platform inspiration,2,expand_on_query,execution/runtime inspiration only; translate useful patterns back into Codex/ECC,"event trigger, app credentials, records, message/document source","automation run, notification, transformed record, queued task",recommended before sending/publishing/writing externally,do not treat runtime platform as Codex architecture unless explicitly chosen,https://github.com/enescingoz/awesome-n8n-templates/blob/main/README.md,True,high
surface-0073,enescingoz/awesome-n8n-templates,Workflow/Automation Template Repos,Slack,category_surface,Runtime / Platform Reference,automation,QueueProcessing,automation,QueueProcessing;AutomationTemplate,runtime/platform inspiration,2,expand_on_query,execution/runtime inspiration only; translate useful patterns back into Codex/ECC,"event trigger, app credentials, records, message/document source","automation run, notification, transformed record, queued task",recommended before sending/publishing/writing externally,do not treat runtime platform as Codex architecture unless explicitly chosen,https://github.com/enescingoz/awesome-n8n-templates/tree/main/Slack,True,high
surface-0074,enescingoz/awesome-n8n-templates,Workflow/Automation Template Repos,Social Media,category_surface,Runtime / Platform Reference,automation,QueueProcessing,automation,QueueProcessing;AutomationTemplate,runtime/platform inspiration,2,expand_on_query,execution/runtime inspiration only; translate useful patterns back into Codex/ECC,"event trigger, app credentials, records, message/document source","automation run, notification, transformed record, queued task",recommended before sending/publishing/writing externally,do not treat runtime platform as Codex architecture unless explicitly chosen,https://github.com/enescingoz/awesome-n8n-templates/tree/main/Social Media,True,high
surface-0075,enescingoz/awesome-n8n-templates,Workflow/Automation Template Repos,Telegram,category_surface,Runtime / Platform Reference,automation,QueueProcessing,automation,QueueProcessing;AutomationTemplate,runtime/platform inspiration,2,expand_on_query,execution/runtime inspiration only; translate useful patterns back into Codex/ECC,"event trigger, app credentials, records, message/document source","automation run, notification, transformed record, queued task",recommended before sending/publishing/writing externally,do not treat runtime platform as Codex architecture unless explicitly chosen,https://github.com/enescingoz/awesome-n8n-templates/tree/main/Telegram,True,high
surface-0076,enescingoz/awesome-n8n-templates,Workflow/Automation Template Repos,WhatsApp,category_surface,Runtime / Platform Reference,automation,QueueProcessing,automation,QueueProcessing;AutomationTemplate,runtime/platform inspiration,2,expand_on_query,execution/runtime inspiration only; translate useful patterns back into Codex/ECC,"event trigger, app credentials, records, message/document source","automation run, notification, transformed record, queued task",recommended before sending/publishing/writing externally,do not treat runtime platform as Codex architecture unless explicitly chosen,https://github.com/enescingoz/awesome-n8n-templates/tree/main/WhatsApp,True,high
surface-0077,enescingoz/awesome-n8n-templates,Workflow/Automation Template Repos,WordPress,category_surface,Runtime / Platform Reference,automation,QueueProcessing,automation,QueueProcessing;AutomationTemplate,runtime/platform inspiration,2,expand_on_query,execution/runtime inspiration only; translate useful patterns back into Codex/ECC,"event trigger, app credentials, records, message/document source","automation run, notification, transformed record, queued task",recommended before sending/publishing/writing externally,do not treat runtime platform as Codex architecture unless explicitly chosen,https://github.com/enescingoz/awesome-n8n-templates/tree/main/WordPress,True,high
surface-0078,enescingoz/awesome-n8n-templates,Workflow/Automation Template Repos,docs/index.md,category_surface,Runtime / Platform Reference,automation,QueueProcessing,automation,QueueProcessing;AutomationTemplate,runtime/platform inspiration,2,expand_on_query,execution/runtime inspiration only; translate useful patterns back into Codex/ECC,"event trigger, app credentials, records, message/document source","automation run, notification, transformed record, queued task",recommended before sending/publishing/writing externally,do not treat runtime platform as Codex architecture unless explicitly chosen,https://github.com/enescingoz/awesome-n8n-templates/blob/main/docs/index.md,True,high
surface-0079,enescingoz/awesome-n8n-templates,Workflow/Automation Template Repos,llms.txt,category_surface,Runtime / Platform Reference,automation,QueueProcessing,automation,QueueProcessing;AutomationTemplate,runtime/platform inspiration,2,expand_on_query,execution/runtime inspiration only; translate useful patterns back into Codex/ECC,"event trigger, app credentials, records, message/document source","automation run, notification, transformed record, queued task",recommended before sending/publishing/writing externally,do not treat runtime platform as Codex architecture unless explicitly chosen,https://github.com/enescingoz/awesome-n8n-templates/blob/main/llms.txt,True,high
surface-0092,marieai/marie-ai,Domain-Specific Workflow Packs,Core query pipeline,category_surface,Runtime / Platform Reference,general,SkillRegistry,general,PatternRouter;SkillRegistry,runtime/platform inspiration,2,expand_on_query,execution/runtime inspiration only; translate useful patterns back into Codex/ECC,"repo docs, source links, category indexes, user-provided context",matched router surface and expansion plan,recommended before sending/publishing/writing externally,do not treat runtime platform as Codex architecture unless explicitly chosen,https://github.com/marieai/marie-ai/tree/main/marie/core,True,high
surface-0093,marieai/marie-ai,Domain-Specific Workflow Packs,DAG workflows,category_surface,Runtime / Platform Reference,general,SkillRegistry,general,PatternRouter;SkillRegistry,runtime/platform inspiration,2,expand_on_query,execution/runtime inspiration only; translate useful patterns back into Codex/ECC,"repo docs, source links, category indexes, user-provided context",matched router surface and expansion plan,recommended before sending/publishing/writing externally,do not treat runtime platform as Codex architecture unless explicitly chosen,https://github.com/marieai/marie-ai/tree/main/marie/workflows,True,high
surface-0095,marieai/marie-ai,Domain-Specific Workflow Packs,Executor pipeline,category_surface,Runtime / Platform Reference,general,SkillRegistry,general,PatternRouter;SkillRegistry,runtime/platform inspiration,2,expand_on_query,execution/runtime inspiration only; translate useful patterns back into Codex/ECC,"repo docs, source links, category indexes, user-provided context",matched router surface and expansion plan,recommended before sending/publishing/writing externally,do not treat runtime platform as Codex architecture unless explicitly chosen,https://github.com/marieai/marie-ai/tree/main/marie/executor,True,high
surface-0096,marieai/marie-ai,Domain-Specific Workflow Packs,Executor template,category_surface,Runtime / Platform Reference,general,SkillRegistry,general,PatternRouter;SkillRegistry,runtime/platform inspiration,2,expand_on_query,execution/runtime inspiration only; translate useful patterns back into Codex/ECC,"repo docs, source links, category indexes, user-provided context",matched router surface and expansion plan,recommended before sending/publishing/writing externally,do not treat runtime platform as Codex architecture unless explicitly chosen,https://github.com/marieai/marie-ai/tree/main/executor/template,True,high
surface-0098,marieai/marie-ai,Domain-Specific Workflow Packs,Flows guide,category_surface,Runtime / Platform Reference,agent_workflows,SkillRegistry,agent_workflows,PatternRouter;SkillRegistry,runtime/platform inspiration,2,expand_on_query,execution/runtime inspiration only; translate useful patterns back into Codex/ECC,"repo docs, skill files, manifests, category indexes","workflow pattern, reusable skill/package idea, router match",recommended before sending/publishing/writing externally,do not treat runtime platform as Codex architecture unless explicitly chosen,https://github.com/marieai/marie-ai/blob/main/docs/flows.md,True,high
surface-0101,marieai/marie-ai,Domain-Specific Workflow Packs,Marie MCP,category_surface,Runtime / Platform Reference,general,SkillRegistry,general,PatternRouter;SkillRegistry,runtime/platform inspiration,2,expand_on_query,execution/runtime inspiration only; translate useful patterns back into Codex/ECC,"repo docs, source links, category indexes, user-provided context",matched router surface and expansion plan,recommended before sending/publishing/writing externally,do not treat runtime platform as Codex architecture unless explicitly chosen,https://github.com/marieai/marie-ai/tree/main/mcp,True,high
surface-0102,marieai/marie-ai,Domain-Specific Workflow Packs,Orchestrate flow,category_surface,Runtime / Platform Reference,general,SkillRegistry,general,PatternRouter;SkillRegistry,runtime/platform inspiration,2,expand_on_query,execution/runtime inspiration only; translate useful patterns back into Codex/ECC,"repo docs, source links, category indexes, user-provided context",matched router surface and expansion plan,recommended before sending/publishing/writing externally,do not treat runtime platform as Codex architecture unless explicitly chosen,https://github.com/marieai/marie-ai/tree/main/marie/orchestrate,True,high
surface-0103,marieai/marie-ai,Domain-Specific Workflow Packs,Project template,category_surface,Runtime / Platform Reference,general,SkillRegistry,general,PatternRouter;SkillRegistry,runtime/platform inspiration,2,expand_on_query,execution/runtime inspiration only; translate useful patterns back into Codex/ECC,"repo docs, source links, category indexes, user-provided context",matched router surface and expansion plan,recommended before sending/publishing/writing externally,do not treat runtime platform as Codex architecture unless explicitly chosen,https://github.com/marieai/marie-ai/tree/main/template,True,high
surface-0104,marieai/marie-ai,Domain-Specific Workflow Packs,Query planners,category_surface,Runtime / Platform Reference,general,SkillRegistry,general,PatternRouter;SkillRegistry,runtime/platform inspiration,2,expand_on_query,execution/runtime inspiration only; translate useful patterns back into Codex/ECC,"repo docs, source links, category indexes, user-provided context",matched router surface and expansion plan,recommended before sending/publishing/writing externally,do not treat runtime platform as Codex architecture unless explicitly chosen,https://github.com/marieai/marie-ai/tree/main/marie/query_planner,True,high
surface-0106,marieai/marie-ai,Domain-Specific Workflow Packs,Workspaces,category_surface,Runtime / Platform Reference,general,SkillRegistry,general,PatternRouter;SkillRegistry,runtime/platform inspiration,2,expand_on_query,execution/runtime inspiration only; translate useful patterns back into Codex/ECC,"repo docs, source links, category indexes, user-provided context",matched router surface and expansion plan,recommended before sending/publishing/writing externally,do not treat runtime platform as Codex architecture unless explicitly chosen,https://github.com/marieai/marie-ai/blob/main/docs/workspaces.md,True,high
surface-0122,ritik-prog/n8n-automation-templates-5000,Workflow/Automation Template Repos,CRM,category_surface,Runtime / Platform Reference,finance_or_crm,QueueProcessing,finance_or_crm,QueueProcessing;AutomationTemplate,runtime/platform inspiration,2,expand_on_query,execution/runtime inspiration only; translate useful patterns back into Codex/ECC,"event trigger, app credentials, records, message/document source","automation run, notification, transformed record, queued task",recommended before sending/publishing/writing externally,do not treat runtime platform as Codex architecture unless explicitly chosen,https://github.com/ritik-prog/n8n-automation-templates-5000/tree/main/Templates based on paltforms/CRM,True,high
surface-0123,ritik-prog/n8n-automation-templates-5000,Workflow/Automation Template Repos,Google,category_surface,Runtime / Platform Reference,automation,QueueProcessing,automation,QueueProcessing;AutomationTemplate,runtime/platform inspiration,2,expand_on_query,execution/runtime inspiration only; translate useful patterns back into Codex/ECC,"event trigger, app credentials, records, message/document source","automation run, notification, transformed record, queued task",recommended before sending/publishing/writing externally,do not treat runtime platform as Codex architecture unless explicitly chosen,https://github.com/ritik-prog/n8n-automation-templates-5000/tree/main/Templates based on paltforms/Google,True,high
surface-0124,ritik-prog/n8n-automation-templates-5000,Workflow/Automation Template Repos,HubSpot,category_surface,Runtime / Platform Reference,finance_or_crm,QueueProcessing,finance_or_crm,QueueProcessing;AutomationTemplate,runtime/platform inspiration,2,expand_on_query,execution/runtime inspiration only; translate useful patterns back into Codex/ECC,"event trigger, app credentials, records, message/document source","automation run, notification, transformed record, queued task",recommended before sending/publishing/writing externally,do not treat runtime platform as Codex architecture unless explicitly chosen,https://github.com/ritik-prog/n8n-automation-templates-5000/tree/main/Templates based on paltforms/HubSpot,True,high
surface-0126,ritik-prog/n8n-automation-templates-5000,Workflow/Automation Template Repos,Notion,category_surface,Runtime / Platform Reference,automation,QueueProcessing,automation,QueueProcessing;AutomationTemplate,runtime/platform inspiration,2,expand_on_query,execution/runtime inspiration only; translate useful patterns back into Codex/ECC,"event trigger, app credentials, records, message/document source","automation run, notification, transformed record, queued task",recommended before sending/publishing/writing externally,do not treat runtime platform as Codex architecture unless explicitly chosen,https://github.com/ritik-prog/n8n-automation-templates-5000/tree/main/Templates based on paltforms/Notion,True,high
surface-0127,ritik-prog/n8n-automation-templates-5000,Workflow/Automation Template Repos,OpenAI,category_surface,Runtime / Platform Reference,automation,QueueProcessing,automation,QueueProcessing;AutomationTemplate,runtime/platform inspiration,2,expand_on_query,execution/runtime inspiration only; translate useful patterns back into Codex/ECC,"event trigger, app credentials, records, message/document source","automation run, notification, transformed record, queued task",recommended before sending/publishing/writing externally,do not treat runtime platform as Codex architecture unless explicitly chosen,https://github.com/ritik-prog/n8n-automation-templates-5000/tree/main/Templates based on paltforms/OpenAI,True,high
surface-0128,ritik-prog/n8n-automation-templates-5000,Workflow/Automation Template Repos,Salesforce,category_surface,Runtime / Platform Reference,finance_or_crm,QueueProcessing,finance_or_crm,QueueProcessing;AutomationTemplate,runtime/platform inspiration,2,expand_on_query,execution/runtime inspiration only; translate useful patterns back into Codex/ECC,"event trigger, app credentials, records, message/document source","automation run, notification, transformed record, queued task",recommended before sending/publishing/writing externally,do not treat runtime platform as Codex architecture unless explicitly chosen,https://github.com/ritik-prog/n8n-automation-templates-5000/tree/main/Templates based on paltforms/Salesforce,True,high
surface-0129,ritik-prog/n8n-automation-templates-5000,Workflow/Automation Template Repos,Security Monitoring,category_surface,Runtime / Platform Reference,automation,QueueProcessing,automation,Monitoring;QueueProcessing;AutomationTemplate,runtime/platform inspiration,2,expand_on_query,execution/runtime inspiration only; translate useful patterns back into Codex/ECC,"event trigger, app credentials, records, message/document source","automation run, notification, transformed record, queued task",recommended before sending/publishing/writing externally,do not treat runtime platform as Codex architecture unless explicitly chosen,https://github.com/ritik-prog/n8n-automation-templates-5000/blob/main/README.md,True,high
surface-0130,ritik-prog/n8n-automation-templates-5000,Workflow/Automation Template Repos,Slack,category_surface,Runtime / Platform Reference,automation,QueueProcessing,automation,QueueProcessing;AutomationTemplate,runtime/platform inspiration,2,expand_on_query,execution/runtime inspiration only; translate useful patterns back into Codex/ECC,"event trigger, app credentials, records, message/document source","automation run, notification, transformed record, queued task",recommended before sending/publishing/writing externally,do not treat runtime platform as Codex architecture unless explicitly chosen,https://github.com/ritik-prog/n8n-automation-templates-5000/tree/main/Templates based on paltforms/Slack,True,high
surface-0131,ritik-prog/n8n-automation-templates-5000,Workflow/Automation Template Repos,Templates based on platforms lane,category_surface,Runtime / Platform Reference,automation,QueueProcessing,automation,QueueProcessing;AutomationTemplate,runtime/platform inspiration,2,expand_on_query,execution/runtime inspiration only; translate useful patterns back into Codex/ECC,"event trigger, app credentials, records, message/document source","automation run, notification, transformed record, queued task",recommended before sending/publishing/writing externally,do not treat runtime platform as Codex architecture unless explicitly chosen,https://github.com/ritik-prog/n8n-automation-templates-5000/tree/main/Templates based on paltforms,True,high
surface-0133,ritik-prog/n8n-automation-templates-5000,Workflow/Automation Template Repos,n8n advance lane,category_surface,Runtime / Platform Reference,automation,QueueProcessing,automation,QueueProcessing;AutomationTemplate,runtime/platform inspiration,2,expand_on_query,execution/runtime inspiration only; translate useful patterns back into Codex/ECC,"event trigger, app credentials, records, message/document source","automation run, notification, transformed record, queued task",recommended before sending/publishing/writing externally,do not treat runtime platform as Codex architecture unless explicitly chosen,https://github.com/ritik-prog/n8n-automation-templates-5000/tree/main/n8n advance,True,high
surface-0134,ritik-prog/n8n-automation-templates-5000,Workflow/Automation Template Repos,n8n_2000_workflows lane,category_surface,Runtime / Platform Reference,automation,QueueProcessing,automation,QueueProcessing;AutomationTemplate,runtime/platform inspiration,2,expand_on_query,execution/runtime inspiration only; translate useful patterns back into Codex/ECC,"event trigger, app credentials, records, message/document source","automation run, notification, transformed record, queued task",recommended before sending/publishing/writing externally,do not treat runtime platform as Codex architecture unless explicitly chosen,https://github.com/ritik-prog/n8n-automation-templates-5000/tree/main/n8n_2000_workflows,True,high
surface-0135,ritik-prog/n8n-automation-templates-5000,Workflow/Automation Template Repos,workflows by Zie619 lane,category_surface,Runtime / Platform Reference,automation,QueueProcessing,automation,QueueProcessing;AutomationTemplate,runtime/platform inspiration,2,expand_on_query,execution/runtime inspiration only; translate useful patterns back into Codex/ECC,"event trigger, app credentials, records, message/document source","automation run, notification, transformed record, queued task",recommended before sending/publishing/writing externally,do not treat runtime platform as Codex architecture unless explicitly chosen,https://github.com/ritik-prog/n8n-automation-templates-5000/tree/main/workflows by Zie619,True,high
surface-0001,CaseMark/skills,Domain-Specific Workflow Packs,All skills audit export,catalog_manifest,Skill Registry / Config Package,general,ConfigPackage,general,ConfigPackage;SkillRegistry,skill/package reference,2,expand_on_query,"skill/package shape, manifests, registries, reusable Codex/ECC config package ideas","repo docs, source links, category indexes, user-provided context",matched router surface and expansion plan,optional unless output affects a person or external system,keep as reference pattern until copied into an ECC contract,https://github.com/CaseMark/skills/blob/main/audit/export/all-skills.json,True,high
surface-0002,CaseMark/skills,Domain-Specific Workflow Packs,Capital skills,category_surface,Skill Registry / Config Package,finance_or_crm,SkillRegistry,finance_or_crm,PatternRouter;SkillRegistry,skill/package reference,2,expand_on_query,"skill/package shape, manifests, registries, reusable Codex/ECC config package ideas","repo docs, source links, category indexes, user-provided context",matched router surface and expansion plan,optional unless output affects a person or external system,keep as reference pattern until copied into an ECC contract,https://github.com/CaseMark/skills/tree/main/capital,True,high
surface-0005,CaseMark/skills,Domain-Specific Workflow Packs,Finance skills,category_surface,Skill Registry / Config Package,finance_or_crm,SkillRegistry,finance_or_crm,PatternRouter;SkillRegistry,skill/package reference,2,expand_on_query,"skill/package shape, manifests, registries, reusable Codex/ECC config package ideas","repo docs, source links, category indexes, user-provided context",matched router surface and expansion plan,optional unless output affects a person or external system,keep as reference pattern until copied into an ECC contract,https://github.com/CaseMark/skills/tree/main/finance,True,high
surface-0010,CaseMark/skills,Domain-Specific Workflow Packs,Root skill,catalog_manifest,Skill Registry / Config Package,agent_workflows,ConfigPackage,agent_workflows,ConfigPackage;SkillRegistry,skill/package reference,2,reference_only,"skill/package shape, manifests, registries, reusable Codex/ECC config package ideas","repo docs, skill files, manifests, category indexes","workflow pattern, reusable skill/package idea, router match",optional unless output affects a person or external system,keep as reference pattern until copied into an ECC contract,https://github.com/CaseMark/skills/blob/main/SKILL.md,False,high
surface-0012,CaseMark/skills,Domain-Specific Workflow Packs,Skill spec,catalog_manifest,Skill Registry / Config Package,agent_workflows,ConfigPackage,agent_workflows,ConfigPackage;SkillRegistry,skill/package reference,2,reference_only,"skill/package shape, manifests, registries, reusable Codex/ECC config package ideas","repo docs, skill files, manifests, category indexes","workflow pattern, reusable skill/package idea, router match",optional unless output affects a person or external system,keep as reference pattern until copied into an ECC contract,https://github.com/CaseMark/skills/blob/main/spec/SKILL_SPEC.md,False,high
surface-0013,CaseMark/skills,Domain-Specific Workflow Packs,Skill template,template_or_package,Skill Registry / Config Package,agent_workflows,ConfigPackage,agent_workflows,ConfigPackage;SkillRegistry,skill/package reference,2,reference_only,"skill/package shape, manifests, registries, reusable Codex/ECC config package ideas","repo docs, skill files, manifests, category indexes","workflow pattern, reusable skill/package idea, router match",optional unless output affects a person or external system,keep as reference pattern until copied into an ECC contract,https://github.com/CaseMark/skills/blob/main/template/SKILL.md,False,high
surface-0023,agentskillexchange/skills,Best Matches For Codex Config Packages,Browser Automation,category_surface,Skill Registry / Config Package,general,SkillRegistry,general,PatternRouter;SkillRegistry,skill/package reference,3,expand_on_query,"skill/package shape, manifests, registries, reusable Codex/ECC config package ideas","repo docs, source links, category indexes, user-provided context",matched router surface and expansion plan,optional unless output affects a person or external system,keep as reference pattern until copied into an ECC contract,https://github.com/agentskillexchange/skills/tree/main/categories/browser-automation,True,high
surface-0024,agentskillexchange/skills,Best Matches For Codex Config Packages,Categories index,category_surface,Skill Registry / Config Package,general,SkillRegistry,general,PatternRouter;SkillRegistry,skill/package reference,2,expand_on_query,"skill/package shape, manifests, registries, reusable Codex/ECC config package ideas","repo docs, source links, category indexes, user-provided context",matched router surface and expansion plan,optional unless output affects a person or external system,keep as reference pattern until copied into an ECC contract,https://github.com/agentskillexchange/skills/blob/main/categories/README.md,True,high
surface-0025,agentskillexchange/skills,Best Matches For Codex Config Packages,Codex manifest,catalog_manifest,Skill Registry / Config Package,agent_workflows,ConfigPackage,agent_workflows,ConfigPackage;SkillRegistry,Codex-native or Codex-adjacent,2,expand_on_query,"skill/package shape, manifests, registries, reusable Codex/ECC config package ideas","repo docs, skill files, manifests, category indexes","workflow pattern, reusable skill/package idea, router match",optional unless output affects a person or external system,keep as reference pattern until copied into an ECC contract,https://github.com/agentskillexchange/skills/blob/main/codex.json,True,high
surface-0026,agentskillexchange/skills,Best Matches For Codex Config Packages,Coordinate multi-agent workflows with Ruflo,skill_package,Skill Registry / Config Package,agent_workflows,ConfigPackage,agent_workflows,ConfigPackage;SkillRegistry,Codex-native or Codex-adjacent,3,reference_only,"skill/package shape, manifests, registries, reusable Codex/ECC config package ideas","repo docs, skill files, manifests, category indexes","workflow pattern, reusable skill/package idea, router match",optional unless output affects a person or external system,keep as reference pattern until copied into an ECC contract,https://github.com/agentskillexchange/skills/tree/main/skills/coordinate-multi-agent-claude-code-and-codex-workflows-with-ruflo,False,high
